levelId,levelName,sourceColorId,sourceHex,semanticFamily,usage,localColorId,localName,localHex,mappingScore,topCandidates,isHighRisk
27,痛哭小狗,4,#85CFE3,天蓝,23,13,天蓝,#20A8DC,24.548,13天蓝:24.548 / 2青色:25.475 / 20米白:72.108,False
27,痛哭小狗,5,#FF8771,红,16,16,棕色,#974714,36.573,16棕色:36.573 / 10红色:40.978 / 1粉红:48.024,False
27,痛哭小狗,6,#D2C1AD,橙/棕,37,20,米白,#F2EDE4,16.829,20米白:16.829 / 5肤色:19.055 / 6米黄:23.342,False
28,黑猫,0,#721A1F,红,44,17,酒红,#782F3C,15.392,17酒红:15.392 / 16棕色:33.359 / 1粉红:51.498,False
28,黑猫,1,#E0414C,红,123,10,红色,#EA281A,28.503,10红色:28.503 / 1粉红:36.288 / 16棕色:40.788,False
28,黑猫,2,#E1E1E1,米白/白,125,20,米白,#F2EDE4,-3.396,20米白:-3.396 / 15浅紫:18.516 / 6米黄:29.428,False
28,黑猫,3,#000000,黑/深灰,82,19,深灰,#373737,15.069,19深灰:15.069 / 17酒红:45.658 / 18深蓝:52.732,False
28,黑猫,4,#4A4949,黑/深灰,225,19,深灰,#373737,0.062,19深灰:0.062 / 17酒红:33.742 / 18深蓝:45.369,False
28,黑猫,5,#A7555C,红,52,17,酒红,#782F3C,17.388,17酒红:17.388 / 16棕色:37.835 / 1粉红:38.932,False
28,黑猫,6,#F2B356,黄,36,3,黄色,#F8C811,3.519,3黄色:3.519 / 4橙色:31.317 / 9黄绿:60.781,False
28,黑猫,7,#FF868E,红,10,1,粉红,#ED5090,32.458,1粉红:32.458 / 17酒红:43.684 / 16棕色:47.935,False
28,黑猫,8,#C4BDB9,灰,48,15,浅紫,#C4BED9,16.606,15浅紫:16.606 / 20米白:17.043 / 14浅粉:39.549,False
29,猪猪熊猫,0,#8B3231,红,138,17,酒红,#782F3C,15.974,17酒红:15.974 / 16棕色:28.491 / 1粉红:47.168,False
29,猪猪熊猫,1,#FFB3A9,红,406,5,肤色,#F4BD9E,33.527,5肤色:33.527 / 14浅粉:34.285 / 16棕色:51.457,True
29,猪猪熊猫,2,#F27768,红,27,16,棕色,#974714,34.674,16棕色:34.674 / 10红色:38.018 / 1粉红:43.488,False
29,猪猪熊猫,3,#CDBBBB,红,163,14,浅粉,#EEB2BC,16.946,14浅粉:16.946 / 20米白:17.887 / 5肤色:23.197,False
29,猪猪熊猫,4,#FFFFFF,米白/白,333,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
29,猪猪熊猫,5,#555050,黑/深灰,409,19,深灰,#373737,11.63,19深灰:11.63 / 17酒红:32.28 / 18深蓝:45.612,False
29,猪猪熊猫,6,#2D2222,红,167,17,酒红,#782F3C,34.588,17酒红:34.588 / 19深灰:42.249 / 16棕色:58.854,False
30,吃瓜鹅,0,#2D2727,红,355,19,深灰,#373737,17.403,19深灰:17.403 / 17酒红:36.147 / 16棕色:59.997,True
30,吃瓜鹅,1,#585C77,蓝,587,18,深蓝,#36387E,32.827,18深蓝:32.827 / 13天蓝:44.943 / 7蓝色:63.084,False
30,吃瓜鹅,2,#F3F3F3,米白/白,407,20,米白,#F2EDE4,-4.685,20米白:-4.685 / 15浅紫:22.925 / 6米黄:30.358,False
30,吃瓜鹅,3,#D1C5C5,米白/白,122,20,米白,#F2EDE4,14.446,20米白:14.446 / 15浅紫:14.733 / 6米黄:29.842,False
30,吃瓜鹅,4,#FBA636,橙/棕,174,4,橙色,#FE8B10,1.24,4橙色:1.24 / 3黄色:28.656 / 16棕色:44.752,False
30,吃瓜鹅,5,#FFB3AD,红,40,14,浅粉,#EEB2BC,32.031,14浅粉:32.031 / 5肤色:35.582 / 1粉红:52.137,True
30,吃瓜鹅,6,#FF9F9D,红,78,14,浅粉,#EEB2BC,37.909,14浅粉:37.909 / 1粉红:43.368 / 5肤色:43.43,True
30,吃瓜鹅,7,#94C7AA,绿,99,6,米黄,#EBDEA6,47.429,6米黄:47.429 / 20米白:51.199 / 2青色:52.752,False
30,吃瓜鹅,8,#3A7E57,绿,171,12,深绿,#207955,6.99,12深绿:6.99 / 11绿色:51.383 / 2青色:71.088,False
30,吃瓜鹅,9,#F76A67,红,215,10,红色,#EA281A,34.092,10红色:34.092 / 1粉红:37.619 / 16棕色:39.574,False
30,吃瓜鹅,10,#CD4548,红,229,10,红色,#EA281A,33.04,10红色:33.04 / 16棕色:33.677 / 17酒红:36.155,False
31,鬼鬼的kpi,0,#6A678F,蓝,101,18,深蓝,#36387E,29.164,18深蓝:29.164 / 13天蓝:44.713 / 7蓝色:55.431,False
31,鬼鬼的kpi,1,#F8EFE5,米白/白,138,20,米白,#F2EDE4,-8.176,20米白:-8.176 / 6米黄:24.72 / 15浅紫:25.696,False
31,鬼鬼的kpi,2,#B9ABB8,灰,50,15,浅紫,#C4BED9,10.375,15浅紫:10.375 / 20米白:25.508 / 14浅粉:37.136,False
31,鬼鬼的kpi,3,#361C49,紫,131,18,深蓝,#36387E,26.854,18深蓝:26.854 / 7蓝色:59.569 / 8紫色:60.698,False
31,鬼鬼的kpi,4,#7D5F4C,橙/棕,32,17,酒红,#782F3C,33.983,17酒红:33.983 / 16棕色:35.002 / 19深灰:48.895,False
31,鬼鬼的kpi,5,#151B31,蓝,33,18,深蓝,#36387E,35.871,18深蓝:35.871 / 19深灰:52.655 / 13天蓝:67.254,False
31,鬼鬼的kpi,6,#FFA99A,红,5,5,肤色,#F4BD9E,35.173,5肤色:35.173 / 14浅粉:39.964 / 16棕色:46.334,True
31,鬼鬼的kpi,7,#712086,紫,27,8,紫色,#7221BC,31.176,8紫色:31.176 / 18深蓝:37.767 / 7蓝色:40.222,False
32,猫盆栽,0,#E0414C,红,16,10,红色,#EA281A,28.503,10红色:28.503 / 1粉红:36.288 / 16棕色:40.788,False
32,猫盆栽,1,#F87F89,红,51,1,粉红,#ED5090,30.574,1粉红:30.574 / 17酒红:41.291 / 16棕色:47.116,False
32,猫盆栽,2,#FFDF89,黄,36,3,黄色,#F8C811,9.52,3黄色:9.52 / 5肤色:50.973 / 4橙色:52.456,False
32,猫盆栽,3,#2E6222,绿,22,12,深绿,#207955,28.718,12深绿:28.718 / 11绿色:41.407 / 9黄绿:63.91,False
32,猫盆栽,4,#74AE56,绿,14,11,绿色,#37A92D,26.789,11绿色:26.789 / 9黄绿:39.055 / 12深绿:43.582,False
32,猫盆栽,5,#3D2317,橙/棕,163,17,酒红,#782F3C,31.855,17酒红:31.855 / 19深灰:32.253 / 16棕色:43.474,False
32,猫盆栽,6,#8D8D8D,灰,161,15,浅紫,#C4BED9,24.455,15浅紫:24.455 / 19深灰:35.567 / 20米白:35.613,False
32,猫盆栽,7,#FFFFFF,米白/白,85,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
32,猫盆栽,8,#484141,红,34,19,深灰,#373737,16.052,19深灰:16.052 / 17酒红:31.082 / 16棕色:51.737,True
32,猫盆栽,9,#B78E5F,橙/棕,115,5,肤色,#F4BD9E,23.186,5肤色:23.186 / 16棕色:34.413 / 4橙色:34.984,False
32,猫盆栽,10,#996541,橙/棕,139,16,棕色,#974714,21.527,16棕色:21.527 / 5肤色:34.222 / 4橙色:38.297,False
33,抱花熊,0,#152161,蓝,325,18,深蓝,#36387E,12.478,18深蓝:12.478 / 7蓝色:42.967 / 8紫色:59.384,False
33,抱花熊,1,#FFE4A9,黄,591,3,黄色,#F8C811,23.817,3黄色:23.817 / 5肤色:41.784 / 6米黄:52.982,False
33,抱花熊,2,#FF8299,红,159,1,粉红,#ED5090,24.842,1粉红:24.842 / 17酒红:42.295 / 16棕色:54.582,False
33,抱花熊,3,#FFFFFF,米白/白,116,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
33,抱花熊,4,#C169FF,紫,44,8,紫色,#7221BC,26.939,8紫色:26.939 / 7蓝色:37.004 / 18深蓝:62.381,False
33,抱花熊,5,#D33E55,红,44,1,粉红,#ED5090,27.728,1粉红:27.728 / 17酒红:35.118 / 10红色:38.826,False
33,抱花熊,6,#E4B787,橙/棕,167,5,肤色,#F4BD9E,11.55,5肤色:11.55 / 4橙色:35.015 / 16棕色:46.022,False
33,抱花熊,7,#8ABD63,绿,28,11,绿色,#37A92D,31.048,11绿色:31.048 / 9黄绿:35.841 / 12深绿:49.239,False
33,抱花熊,8,#73B0FA,天蓝,92,13,天蓝,#20A8DC,22.565,13天蓝:22.565 / 2青色:58.978 / 7蓝色:59.256,False
33,抱花熊,9,#3A76BF,天蓝,82,13,天蓝,#20A8DC,30.455,13天蓝:30.455 / 7蓝色:46.977 / 18深蓝:50.053,False
34,草莓蛙,0,#641725,红,54,17,酒红,#782F3C,9.338,17酒红:9.338 / 16棕色:43.078 / 1粉红:51.177,False
34,草莓蛙,1,#E0414C,红,194,10,红色,#EA281A,28.503,10红色:28.503 / 1粉红:36.288 / 16棕色:40.788,False
34,草莓蛙,2,#FFE4E5,红,72,20,米白,#F2EDE4,9.551,20米白:9.551 / 14浅粉:20.064 / 15浅紫:21.443,False
34,草莓蛙,3,#295417,绿,122,12,深绿,#207955,33.029,12深绿:33.029 / 11绿色:48.189 / 9黄绿:67.312,False
34,草莓蛙,4,#9CC939,黄绿,122,9,黄绿,#9FCE21,9.361,9黄绿:9.361 / 11绿色:33.741 / 3黄色:48.495,False
34,草莓蛙,5,#FF8B86,红,12,1,粉红,#ED5090,39.741,1粉红:39.741 / 16棕色:43.024 / 17酒红:46.206,False
34,草莓蛙,6,#7DBC63,绿,76,11,绿色,#37A92D,26.573,11绿色:26.573 / 9黄绿:38.627 / 12深绿:45.952,False
35,小娃娃,0,#882634,红,56,17,酒红,#782F3C,12.181,17酒红:12.181 / 16棕色:37.024 / 1粉红:41.732,False
35,小娃娃,1,#F24C58,红,73,10,红色,#EA281A,28.825,10红色:28.825 / 1粉红:35.329 / 16棕色:44.626,False
35,小娃娃,2,#FFFFFF,米白/白,167,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
35,小娃娃,3,#AD6133,橙/棕,189,16,棕色,#974714,11.054,16棕色:11.054 / 4橙色:26.386 / 5肤色:59.24,False
35,小娃娃,4,#EDC07A,黄,307,3,黄色,#F8C811,15.16,3黄色:15.16 / 5肤色:40.373 / 4橙色:45.784,False
35,小娃娃,5,#FDD8D0,红,84,20,米白,#F2EDE4,12.98,20米白:12.98 / 5肤色:19.264 / 14浅粉:20.51,False
35,小娃娃,6,#21375F,天蓝,110,18,深蓝,#36387E,42.515,18深蓝:42.515 / 13天蓝:51.655 / 7蓝色:59.164,True
35,小娃娃,7,#FF868E,红,5,1,粉红,#ED5090,32.458,1粉红:32.458 / 17酒红:43.684 / 16棕色:47.935,False
35,小娃娃,8,#AEAEAE,灰,46,15,浅紫,#C4BED9,16.292,15浅紫:16.292 / 20米白:23.338 / 14浅粉:42.573,False
35,小娃娃,9,#030401,黑/深灰,31,19,深灰,#373737,36.125,19深灰:36.125 / 17酒红:61.664 / 18深蓝:81.813,False
36,企鹅飞行员,0,#2D1F41,紫,245,18,深蓝,#36387E,29.523,18深蓝:29.523 / 19深灰:57.838 / 7蓝色:64.034,False
36,企鹅飞行员,1,#BC874E,橙/棕,164,4,橙色,#FE8B10,26.564,4橙色:26.564 / 5肤色:27.083 / 16棕色:28.227,False
36,企鹅飞行员,2,#FFDF96,黄,68,3,黄色,#F8C811,15.96,3黄色:15.96 / 5肤色:45.3 / 4橙色:54.894,False
36,企鹅飞行员,3,#73B0FA,天蓝,210,13,天蓝,#20A8DC,22.565,13天蓝:22.565 / 2青色:58.978 / 7蓝色:59.256,False
36,企鹅飞行员,4,#FFFFFF,米白/白,244,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
36,企鹅飞行员,5,#505576,蓝,277,18,深蓝,#36387E,28.265,18深蓝:28.265 / 13天蓝:45.868 / 7蓝色:59.348,False
36,企鹅飞行员,6,#E48A67,橙/棕,56,5,肤色,#F4BD9E,24.153,5肤色:24.153 / 4橙色:26.882 / 16棕色:29.487,False
36,企鹅飞行员,7,#CB604A,红,14,16,棕色,#974714,22.617,16棕色:22.617 / 17酒红:38.351 / 10红色:38.658,False
36,企鹅飞行员,8,#397ED0,天蓝,119,13,天蓝,#20A8DC,31.371,13天蓝:31.371 / 7蓝色:44.562 / 18深蓝:53.108,False
37,喵skr,0,#361C49,紫,135,18,深蓝,#36387E,26.854,18深蓝:26.854 / 7蓝色:59.569 / 8紫色:60.698,False
37,喵skr,1,#5A5777,蓝,270,18,深蓝,#36387E,29.234,18深蓝:29.234 / 13天蓝:49.465 / 7蓝色:59.56,False
37,喵skr,2,#FF8771,红,38,16,棕色,#974714,36.573,16棕色:36.573 / 10红色:40.978 / 1粉红:48.024,False
37,喵skr,3,#D9404A,红,6,10,红色,#EA281A,29.898,10红色:29.898 / 1粉红:36.039 / 16棕色:38.978,False
37,喵skr,4,#D98740,橙/棕,11,4,橙色,#FE8B10,10.917,4橙色:10.917 / 16棕色:26.136 / 3黄色:47.01,False
37,喵skr,5,#D9C440,黄,6,3,黄色,#F8C811,-7.62,3黄色:-7.62 / 9黄绿:35.323 / 4橙色:49.455,False
37,喵skr,6,#40D952,绿,4,11,绿色,#37A92D,21.416,11绿色:21.416 / 9黄绿:43.03 / 12深绿:65.717,False
37,喵skr,7,#4079D9,天蓝,10,7,蓝色,#4A4DCF,34.646,7蓝色:34.646 / 13天蓝:41.205 / 18深蓝:51.255,False
37,喵skr,8,#7F40D9,紫,9,8,紫色,#7221BC,10.867,8紫色:10.867 / 7蓝色:23.741 / 18深蓝:53.651,False
37,喵skr,9,#FFF0DE,橙/棕,66,20,米白,#F2EDE4,6.128,20米白:6.128 / 6米黄:23.758 / 5肤色:25.729,False
38,草莓喵,0,#251F1F,黑/深灰,142,19,深灰,#373737,3.072,19深灰:3.072 / 17酒红:37.803 / 18深蓝:69.187,False
38,草莓喵,1,#746868,红,240,17,酒红,#782F3C,32.715,17酒红:32.715 / 19深灰:40.599 / 16棕色:49.232,False
38,草莓喵,2,#E0414C,红,198,10,红色,#EA281A,28.503,10红色:28.503 / 1粉红:36.288 / 16棕色:40.788,False
38,草莓喵,3,#FFE4E5,红,44,20,米白,#F2EDE4,9.551,20米白:9.551 / 14浅粉:20.064 / 15浅紫:21.443,False
38,草莓喵,4,#7DBC63,绿,25,11,绿色,#37A92D,26.573,11绿色:26.573 / 9黄绿:38.627 / 12深绿:45.952,False
38,草莓喵,5,#641725,红,33,17,酒红,#782F3C,9.338,17酒红:9.338 / 16棕色:43.078 / 1粉红:51.177,False
38,草莓喵,6,#416627,绿,13,12,深绿,#207955,32.533,12深绿:32.533 / 11绿色:45.864 / 9黄绿:60.399,False
39,转圈圈,0,#621622,红,64,17,酒红,#782F3C,10.459,17酒红:10.459 / 16棕色:42.07 / 1粉红:52.538,False
39,转圈圈,1,#FF9693,红,118,1,粉红,#ED5090,41.168,1粉红:41.168 / 14浅粉:42.642 / 16棕色:46.102,False
39,转圈圈,2,#D31847,红/粉,115,1,粉红,#ED5090,30.878,1粉红:30.878 / 10红色:35.154 / 17酒红:42.743,False
39,转圈圈,3,#1F5AA2,天蓝,77,13,天蓝,#20A8DC,39.837,13天蓝:39.837 / 18深蓝:40.091 / 7蓝色:43.274,False
39,转圈圈,4,#73B0FA,天蓝,192,13,天蓝,#20A8DC,22.565,13天蓝:22.565 / 2青色:58.978 / 7蓝色:59.256,False
39,转圈圈,5,#F3ECE1,米白/白,247,20,米白,#F2EDE4,-8.711,20米白:-8.711 / 6米黄:24.006 / 15浅紫:25.325,False
39,转圈圈,6,#2D1F41,紫,94,18,深蓝,#36387E,29.523,18深蓝:29.523 / 19深灰:57.838 / 7蓝色:64.034,False
39,转圈圈,7,#525880,蓝,213,18,深蓝,#36387E,25.193,18深蓝:25.193 / 13天蓝:44.383 / 7蓝色:55.202,False
39,转圈圈,8,#FFCA3E,黄,35,3,黄色,#F8C811,-17.046,3黄色:-17.046 / 4橙色:36.703 / 9黄绿:49.566,False
39,转圈圈,9,#D46E00,橙/棕,22,4,橙色,#FE8B10,-1.43,4橙色:-1.43 / 16棕色:29.515 / 3黄色:47.153,False
39,转圈圈,10,#FF954C,橙/棕,54,4,橙色,#FE8B10,4.186,4橙色:4.186 / 16棕色:34.182 / 3黄色:47.23,False
40,白毛小狗,0,#323644,蓝,135,18,深蓝,#36387E,38.571,18深蓝:38.571 / 19深灰:41.458 / 13天蓝:58.307,False
40,白毛小狗,1,#FFFFFF,米白/白,176,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
40,白毛小狗,2,#D4B39A,橙/棕,46,5,肤色,#F4BD9E,11.925,5肤色:11.925 / 6米黄:43.565 / 14浅粉:45.082,False
40,白毛小狗,3,#FFA296,红,8,5,肤色,#F4BD9E,39.038,5肤色:39.038 / 14浅粉:41.067 / 16棕色:45.433,True
40,白毛小狗,4,#689536,绿,17,11,绿色,#37A92D,30.009,11绿色:30.009 / 9黄绿:37.067 / 12深绿:46.009,False
40,白毛小狗,5,#88B5E1,天蓝,46,13,天蓝,#20A8DC,19.526,13天蓝:19.526 / 2青色:46.215 / 15浅紫:66.895,False
41,噗丁噗丁,0,#4E2A10,橙/棕,96,16,棕色,#974714,31.942,16棕色:31.942 / 17酒红:32.443 / 19深灰:49.587,False
41,噗丁噗丁,1,#9A5320,橙/棕,177,16,棕色,#974714,6.55,16棕色:6.55 / 4橙色:27.841 / 17酒红:60.551,False
41,噗丁噗丁,2,#50A93A,绿,7,11,绿色,#37A92D,9.682,11绿色:9.682 / 9黄绿:36.071 / 12深绿:49.614,False
41,噗丁噗丁,3,#900F15,红,85,16,棕色,#974714,28.632,16棕色:28.632 / 17酒红:32.275 / 10红色:37.329,False
41,噗丁噗丁,4,#E0414C,红,80,10,红色,#EA281A,28.503,10红色:28.503 / 1粉红:36.288 / 16棕色:40.788,False
41,噗丁噗丁,5,#FDFDF5,米白/白,102,20,米白,#F2EDE4,-4.458,20米白:-4.458 / 6米黄:27.654 / 15浅紫:28.026,False
41,噗丁噗丁,6,#E49B40,橙/棕,160,4,橙色,#FE8B10,8.524,4橙色:8.524 / 3黄色:35.409 / 16棕色:36.365,False
41,噗丁噗丁,7,#FFD06B,黄,236,3,黄色,#F8C811,-0.014,3黄色:-0.014 / 4橙色:41.628 / 9黄绿:52.693,False
42,星空橘猫,0,#112C66,天蓝,91,18,深蓝,#36387E,32.088,18深蓝:32.088 / 7蓝色:47.828 / 13天蓝:58.46,True
42,星空橘猫,1,#A18AFF,蓝,259,7,蓝色,#4A4DCF,29.675,7蓝色:29.675 / 8紫色:44.282 / 18深蓝:44.9,False
42,星空橘猫,2,#FFAF58,橙/棕,227,4,橙色,#FE8B10,9.3,4橙色:9.3 / 3黄色:35.774 / 16棕色:42.162,False
42,星空橘猫,3,#FFE700,黄,39,3,黄色,#F8C811,-9.487,3黄色:-9.487 / 9黄绿:39.554 / 4橙色:58.743,False
42,星空橘猫,4,#F1515F,红,71,1,粉红,#ED5090,32.037,1粉红:32.037 / 10红色:32.657 / 17酒红:44.735,False
42,星空橘猫,5,#FFF6C8,黄,51,6,米黄,#EBDEA6,10.41,6米黄:10.41 / 20米白:18.992 / 5肤色:30.441,False
42,星空橘猫,6,#77472B,橙/棕,79,16,棕色,#974714,22.86,16棕色:22.86 / 17酒红:29.519 / 4橙色:47.291,False
42,星空橘猫,7,#366BDA,天蓝,131,7,蓝色,#4A4DCF,23.247,7蓝色:23.247 / 18深蓝:51.045 / 13天蓝:53.065,False
42,星空橘猫,8,#FFFFFF,米白/白,53,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
42,星空橘猫,9,#DB7837,橙/棕,51,4,橙色,#FE8B10,9.119,4橙色:9.119 / 16棕色:22.456 / 3黄色:53.245,False
43,桃花,0,#B62869,粉,81,1,粉红,#ED5090,17.263,1粉红:17.263 / 17酒红:52.03 / 8紫色:74.394,False
43,桃花,1,#FFEAF2,红/粉,54,20,米白,#F2EDE4,0.415,20米白:0.415 / 15浅紫:19.967 / 14浅粉:22.503,False
43,桃花,2,#FFA0C2,红/粉,151,14,浅粉,#EEB2BC,19.566,14浅粉:19.566 / 1粉红:32.124 / 17酒红:49.572,False
43,桃花,3,#6092FF,天蓝,43,7,蓝色,#4A4DCF,35.618,7蓝色:35.618 / 13天蓝:44.665 / 18深蓝:61.097,False
43,桃花,4,#FFC872,黄,12,3,黄色,#F8C811,6.807,3黄色:6.807 / 4橙色:39.46 / 5肤色:48.199,False
44,酷比牛,0,#111110,黑/深灰,325,19,深灰,#373737,10.042,19深灰:10.042 / 17酒红:42.539 / 18深蓝:50.834,False
44,酷比牛,1,#B49065,橙/棕,22,5,肤色,#F4BD9E,22.744,5肤色:22.744 / 16棕色:37.031 / 4橙色:38.438,False
44,酷比牛,2,#6D4940,红,127,17,酒红,#782F3C,23.956,17酒红:23.956 / 16棕色:38.117 / 19深灰:61.695,False
44,酷比牛,3,#FEFEFE,米白/白,219,20,米白,#F2EDE4,-2.412,20米白:-2.412 / 15浅紫:25.971 / 6米黄:31.525,False
44,酷比牛,4,#F87F89,红,20,1,粉红,#ED5090,30.574,1粉红:30.574 / 17酒红:41.291 / 16棕色:47.116,False
44,酷比牛,5,#E7CBC5,红,251,20,米白,#F2EDE4,13.42,20米白:13.42 / 14浅粉:19.462 / 5肤色:20.272,False
44,酷比牛,6,#C98A7E,红,97,17,酒红,#782F3C,39.354,17酒红:39.354 / 16棕色:39.358 / 5肤色:40.153,False
45,月照银山,0,#312C45,蓝,135,18,深蓝,#36387E,31.479,18深蓝:31.479 / 19深灰:49.608 / 13天蓝:65.694,False
45,月照银山,1,#3C9CCF,天蓝,211,13,天蓝,#20A8DC,7.105,13天蓝:7.105 / 2青色:47.099 / 7蓝色:70.684,False
45,月照银山,2,#E9BF70,黄,42,3,黄色,#F8C811,10.59,3黄色:10.59 / 4橙色:44.758 / 5肤色:45.334,False
45,月照银山,3,#8FD9E9,天蓝,104,2,青色,#4EEAEA,23.044,2青色:23.044 / 13天蓝:28.729 / 20米白:69.919,False
45,月照银山,4,#EBE6FF,蓝,319,20,米白,#F2EDE4,7.593,20米白:7.593 / 15浅紫:14.222 / 14浅粉:44.639,False
45,月照银山,5,#7470B5,蓝,61,18,深蓝,#36387E,24.622,18深蓝:24.622 / 7蓝色:39.919 / 13天蓝:45.961,False
45,月照银山,6,#4FC39C,青,92,12,深绿,#207955,28.26,12深绿:28.26 / 2青色:29.48 / 13天蓝:59.658,False
45,月照银山,7,#10555A,青,56,12,深绿,#207955,34.922,12深绿:34.922 / 13天蓝:44.205 / 2青色:57.614,False
46,草莓,0,#416627,绿,58,12,深绿,#207955,32.533,12深绿:32.533 / 11绿色:45.864 / 9黄绿:60.399,False
46,草莓,1,#7DBC63,绿,80,11,绿色,#37A92D,26.573,11绿色:26.573 / 9黄绿:38.627 / 12深绿:45.952,False
46,草莓,2,#641725,红,38,17,酒红,#782F3C,9.338,17酒红:9.338 / 16棕色:43.078 / 1粉红:51.177,False
46,草莓,3,#E0414C,红,116,10,红色,#EA281A,28.503,10红色:28.503 / 1粉红:36.288 / 16棕色:40.788,False
46,草莓,4,#FFE4E5,红,22,20,米白,#F2EDE4,9.551,20米白:9.551 / 14浅粉:20.064 / 15浅紫:21.443,False
47,女巫的药瓶,0,#29204F,蓝,118,18,深蓝,#36387E,19.447,18深蓝:19.447 / 7蓝色:53.527 / 8紫色:63.945,False
47,女巫的药瓶,1,#FFD06B,黄,64,3,黄色,#F8C811,-0.014,3黄色:-0.014 / 4橙色:41.628 / 9黄绿:52.693,False
47,女巫的药瓶,2,#FF93FA,粉,33,1,粉红,#ED5090,44.431,1粉红:44.431 / 8紫色:57.371 / 14浅粉:57.85,False
47,女巫的药瓶,3,#C5B6FF,蓝,384,15,浅紫,#C4BED9,47.144,15浅紫:47.144 / 7蓝色:56.168 / 13天蓝:66.902,False
47,女巫的药瓶,4,#FFFFFF,米白/白,58,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
47,女巫的药瓶,5,#BD5CE0,紫,77,8,紫色,#7221BC,28.027,8紫色:28.027 / 7蓝色:38.865 / 18深蓝:57.359,False
47,女巫的药瓶,6,#93FFBD,绿,10,11,绿色,#37A92D,49.234,11绿色:49.234 / 12深绿:51.448 / 2青色:59.702,False
47,女巫的药瓶,7,#3B57BB,蓝,81,7,蓝色,#4A4DCF,21.609,7蓝色:21.609 / 18深蓝:22.674 / 8紫色:47.518,False
47,女巫的药瓶,8,#93C7FF,天蓝,75,13,天蓝,#20A8DC,22.406,13天蓝:22.406 / 2青色:48.444 / 15浅紫:70.101,False
47,女巫的药瓶,9,#FA986C,橙/棕,53,4,橙色,#FE8B10,21.064,4橙色:21.064 / 5肤色:24.932 / 16棕色:33.601,False
48,咕咕鸟,0,#26282A,天蓝,132,19,深灰,#373737,17.276,19深灰:17.276 / 17酒红:55.781 / 13天蓝:61.587,True
48,咕咕鸟,1,#A2A8B2,天蓝,267,15,浅紫,#C4BED9,31.873,15浅紫:31.873 / 13天蓝:34.454 / 2青色:43.289,True
48,咕咕鸟,2,#D7C4FC,紫,58,15,浅紫,#C4BED9,17.733,15浅紫:17.733 / 20米白:36.484 / 14浅粉:63.595,False
48,咕咕鸟,3,#AAD5EC,天蓝,52,13,天蓝,#20A8DC,29.076,13天蓝:29.076 / 2青色:34.922 / 20米白:47.157,False
48,咕咕鸟,4,#FDF5EB,米白/白,32,20,米白,#F2EDE4,-6.785,20米白:-6.785 / 6米黄:25.398 / 15浅紫:27.021,False
48,咕咕鸟,5,#F0B052,黄,62,3,黄色,#F8C811,3.281,3黄色:3.281 / 4橙色:30.256 / 9黄绿:61.073,False
48,咕咕鸟,6,#DAC4B0,橙/棕,108,20,米白,#F2EDE4,16.208,20米白:16.208 / 5肤色:16.481 / 6米黄:23.568,False
49,蜜蜂猫,0,#824C32,橙/棕,99,16,棕色,#974714,21.773,16棕色:21.773 / 17酒红:28.106 / 4橙色:45.644,False
49,蜜蜂猫,1,#3F220E,橙/棕,156,17,酒红,#782F3C,33.752,17酒红:33.752 / 19深灰:36.987 / 16棕色:38.861,False
49,蜜蜂猫,2,#FFFFFF,米白/白,130,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
49,蜜蜂猫,3,#FF868E,红,20,1,粉红,#ED5090,32.458,1粉红:32.458 / 17酒红:43.684 / 16棕色:47.935,False
49,蜜蜂猫,4,#DB963F,橙/棕,151,4,橙色,#FE8B10,10.972,4橙色:10.972 / 16棕色:34.077 / 3黄色:37.472,False
49,蜜蜂猫,5,#FFDC6B,黄,142,3,黄色,#F8C811,-3.512,3黄色:-3.512 / 9黄绿:45.784 / 4橙色:47.539,False
49,蜜蜂猫,6,#BFB3B3,灰,20,15,浅紫,#C4BED9,15.194,15浅紫:15.194 / 20米白:20.694 / 14浅粉:37.572,False
49,蜜蜂猫,7,#3C96B5,天蓝,25,13,天蓝,#20A8DC,13.776,13天蓝:13.776 / 2青色:40.219 / 12深绿:67.895,False
49,蜜蜂猫,8,#9FD2E3,天蓝,44,13,天蓝,#20A8DC,28.377,13天蓝:28.377 / 2青色:30.181 / 20米白:47.847,False
50,沙滩落日,0,#7440D9,紫,111,8,紫色,#7221BC,12.365,8紫色:12.365 / 7蓝色:21.125 / 18深蓝:52.323,False
