sourceHex,semanticFamily,usage,levelCount,localColorId,localName,localHex,mappingScore,exampleLevels
#533A2A,橙/棕,65,1,17,酒红,#782F3C,31.521,88
#FF9903,黄,65,1,3,黄色,#F8C811,3.758,9
#621622,红,64,1,17,酒红,#782F3C,10.459,39
#FFA468,橙/棕,64,1,4,橙色,#FE8B10,15.612,26
#592B11,橙/棕,63,1,16,棕色,#974714,27.065,54
#65ABD6,天蓝,63,1,13,天蓝,#20A8DC,11.206,88
#EE6C2C,橙/棕,63,1,4,橙色,#FE8B10,6.372,82
#FFE6B0,黄,63,1,3,黄色,#F8C811,26.661,51
#955388,粉,62,1,1,粉红,#ED5090,40.731,20
#E9BF70,黄,62,2,3,黄色,#F8C811,10.59,"15,45"
#FDFBFD,米白/白,62,1,20,米白,#F2EDE4,-2.448,16
#FE516B,红,62,1,1,粉红,#ED5090,27.945,62
#FFC753,黄,62,1,3,黄色,#F8C811,-7.447,82
#7470B5,蓝,61,1,18,深蓝,#36387E,24.622,45
#86222B,红,61,1,17,酒红,#782F3C,15.982,57
#99DB66,绿,61,1,9,黄绿,#9FCE21,25.221,82
#B57D56,橙/棕,60,1,5,肤色,#F4BD9E,25.067,61
#DE313B,红,60,1,10,红色,#EA281A,20.747,82
#FF8771,红,60,3,16,棕色,#974714,36.573,"27,37,53"
#D7C4FC,紫,58,1,15,浅紫,#C4BED9,17.733,48
#498FDB,天蓝,57,1,13,天蓝,#20A8DC,24.262,67
#10555A,青,56,1,12,深绿,#207955,34.922,45
#882634,红,56,1,17,酒红,#782F3C,12.181,35
#E48A67,橙/棕,56,1,5,肤色,#F4BD9E,24.153,36
#384B8C,蓝,55,1,18,深蓝,#36387E,12.038,67
#61473A,橙/棕,55,1,17,酒红,#782F3C,29.967,86
#D6C4C4,红,55,1,20,米白,#F2EDE4,4.9,88
#84C156,绿,54,1,11,绿色,#37A92D,24.438,55
#94CB77,绿,54,1,11,绿色,#37A92D,33.689,12
#A85E3E,橙/棕,54,1,16,棕色,#974714,15.84,90
#AF3B25,红,54,1,16,棕色,#974714,18.943,86
#B77B34,橙/棕,54,1,4,橙色,#FE8B10,19.686,86
#B982FF,紫,54,1,7,蓝色,#4A4DCF,33.565,88
#C1ABA4,红,54,1,5,肤色,#F4BD9E,22.352,80
#D19EFF,紫,54,1,7,蓝色,#4A4DCF,48.331,94
#EFEFEF,米白/白,54,1,20,米白,#F2EDE4,-5.021,67
#FF954C,橙/棕,54,1,4,橙色,#FE8B10,4.186,39
#FFEAF2,红/粉,54,1,20,米白,#F2EDE4,0.415,43
#0058C6,天蓝,53,1,7,蓝色,#4A4DCF,21.863,65
#DC5941,红,53,1,10,红色,#EA281A,27.161,90
#FA986C,橙/棕,53,1,4,橙色,#FE8B10,21.064,47
#FF9FC1,红/粉,53,1,14,浅粉,#EEB2BC,19.841,19
#7AC3E9,天蓝,52,1,13,天蓝,#20A8DC,15.985,59
#A7555C,红,52,1,17,酒红,#782F3C,17.388,28
#AAD5EC,天蓝,52,1,13,天蓝,#20A8DC,29.076,48
#B43C44,红,52,1,17,酒红,#782F3C,26.153,92
#BC86D4,紫,52,2,18,深蓝,#36387E,47.708,"18,55"
#C564F2,紫,52,1,8,紫色,#7221BC,28.286,82
#FBBA5E,黄,52,1,3,黄色,#F8C811,3.853,81
#DB7837,橙/棕,51,1,4,橙色,#FE8B10,9.119,42
#FFF6C8,黄,51,1,6,米黄,#EBDEA6,10.41,42
#964411,橙/棕,50,1,16,棕色,#974714,1.503,3
#B9ABB8,灰,50,1,15,浅紫,#C4BED9,10.375,31
#DC8C34,橙/棕,50,1,4,橙色,#FE8B10,5.516,91
#EAAF96,橙/棕,50,1,5,肤色,#F4BD9E,6.278,66
#FFD8AE,橙/棕,50,1,5,肤色,#F4BD9E,13.161,75
#EF7C77,红,49,2,1,粉红,#ED5090,38.4,"61,74"
#FF953E,橙/棕,49,1,4,橙色,#FE8B10,-2.133,90
#440823,粉,48,1,17,酒红,#782F3C,40.881,1
#6A9CFF,天蓝,48,1,13,天蓝,#20A8DC,38.161,2
#77F7FF,青,48,1,2,青色,#4EEAEA,9.468,2
#88FF95,绿,48,1,11,绿色,#37A92D,34.178,2
#9C4629,橙/棕,48,1,16,棕色,#974714,11.354,50
#C4BDB9,灰,48,1,15,浅紫,#C4BED9,16.606,28
#CC9BF8,紫,48,1,7,蓝色,#4A4DCF,48.291,2
#FE6158,红,48,1,10,红色,#EA281A,24.774,2
#FFAF69,橙/棕,48,1,4,橙色,#FE8B10,15.461,2
#FFBC65,橙/棕,48,1,4,橙色,#FE8B10,16.506,60
#FFE27D,黄,48,1,3,黄色,#F8C811,3.128,2
#FF4C48,红,47,1,10,红色,#EA281A,16.813,96
#231409,黑/深灰,46,1,19,深灰,#373737,32.334,73
#88B5E1,天蓝,46,1,13,天蓝,#20A8DC,19.526,40
#AEAEAE,灰,46,1,15,浅紫,#C4BED9,16.292,35
#FFEBCC,米黄,46,1,20,米白,#F2EDE4,12.703,56
#69A10C,黄绿,45,1,9,黄绿,#9FCE21,21.268,81
#2B8DE1,天蓝,44,1,13,天蓝,#20A8DC,26.275,16
#721A1F,红,44,1,17,酒红,#782F3C,15.392,28
#858585,灰,44,1,15,浅紫,#C4BED9,26.999,12
#88E5C5,青,44,1,2,青色,#4EEAEA,23.193,23
#9FD2E3,天蓝,44,1,13,天蓝,#20A8DC,28.377,49
#C169FF,紫,44,1,8,紫色,#7221BC,26.939,33
#D33E55,红,44,1,1,粉红,#ED5090,27.728,33
#D38C38,橙/棕,44,1,4,橙色,#FE8B10,10.586,59
#269EE4,天蓝,43,1,13,天蓝,#20A8DC,13.339,55
#6092FF,天蓝,43,1,7,蓝色,#4A4DCF,35.618,43
#ADBBFF,蓝,43,1,13,天蓝,#20A8DC,35.696,15
#E14724,红,43,1,10,红色,#EA281A,13.888,70
#0EC2D3,青,42,1,2,青色,#4EEAEA,17.682,69
#F469A7,粉,42,1,1,粉红,#ED5090,9.872,23
#F5CC50,黄,42,1,3,黄色,#F8C811,-10.235,16
#78503F,橙/棕,40,1,17,酒红,#782F3C,27.012,17
#B4754B,橙/棕,40,1,16,棕色,#974714,21.019,74
#8FD0FF,天蓝,39,1,13,天蓝,#20A8DC,20.739,73
#FFCC63,黄,39,1,3,黄色,#F8C811,-2.281,77
#FFE700,黄,39,1,3,黄色,#F8C811,-9.487,42
#6EC9F7,天蓝,38,1,13,天蓝,#20A8DC,14.355,23
#D58B56,橙/棕,38,1,4,橙色,#FE8B10,21.624,90
#FF9BAB,红,38,1,14,浅粉,#EEB2BC,34.931,78
#FFD932,黄,38,1,3,黄色,#F8C811,-20.211,66
#A5D584,绿,37,1,11,绿色,#37A92D,39.187,53
#B73022,红,37,1,10,红色,#EA281A,25.034,85
#C5C5C5,灰,37,1,15,浅紫,#C4BED9,14.713,51
#D2C1AD,橙/棕,37,1,20,米白,#F2EDE4,16.829,27
#81C34F,绿,36,1,11,绿色,#37A92D,22.004,18
#B93E29,红,36,1,16,棕色,#974714,21.542,74
#E0BC9B,橙/棕,36,1,5,肤色,#F4BD9E,9.327,74
#F2B356,黄,36,1,3,黄色,#F8C811,3.519,28
#FFA9AD,红,36,1,14,浅粉,#EEB2BC,30.971,89
#FFDF89,黄,36,1,3,黄色,#F8C811,9.52,32
#452F2D,红,35,1,17,酒红,#782F3C,27.872,50
#6BC2F3,天蓝,35,1,13,天蓝,#20A8DC,12.6,3
#8D490A,橙/棕,35,1,16,棕色,#974714,7.05,66
#FF868E,红,35,3,1,粉红,#ED5090,32.458,"28,35,49"
#2C57A0,天蓝,34,1,18,深蓝,#36387E,36.769,57
#484141,红,34,1,19,深灰,#373737,16.052,32
#151B31,蓝,33,1,18,深蓝,#36387E,35.871,31
#FF93FA,粉,33,1,1,粉红,#ED5090,44.431,47
#408B38,绿,32,1,11,绿色,#37A92D,23.089,12
#7D5F4C,橙/棕,32,1,17,酒红,#782F3C,33.983,31
#9E1C36,红,32,1,17,酒红,#782F3C,23.078,71
#BD3734,红,32,1,16,棕色,#974714,29.068,96
#CB977E,橙/棕,32,1,5,肤色,#F4BD9E,14.633,71
#030401,黑/深灰,31,1,19,深灰,#373737,36.125,35
#3A0002,红,30,1,17,酒红,#782F3C,24.592,78
#4FF08E,绿,30,1,11,绿色,#37A92D,35.006,17
#89CEFF,天蓝,30,1,13,天蓝,#20A8DC,19.416,17
#D71621,红,30,1,10,红色,#EA281A,11.551,17
#E95810,橙/棕,30,1,4,橙色,#FE8B10,9.077,17
#F98800,橙/棕,30,1,4,橙色,#FE8B10,-13.856,65
#899FC8,天蓝,29,1,13,天蓝,#20A8DC,26.232,22
#F5AB05,黄,29,1,3,黄色,#F8C811,-10.821,77
#FF767D,红,29,3,1,粉红,#ED5090,31.649,"3,6,12"
#8ABD63,绿,28,1,11,绿色,#37A92D,31.048,33
#A459F6,紫,28,1,8,紫色,#7221BC,19.739,13
#E1CB7E,黄,28,1,3,黄色,#F8C811,13.471,92
#FFB46B,橙/棕,28,1,4,橙色,#FE8B10,16.432,57
#712086,紫,27,1,8,紫色,#7221BC,31.176,31
#B36BFF,紫,27,1,8,紫色,#7221BC,25.683,17
#F27768,红,27,1,16,棕色,#974714,34.674,29
#FFA590,红,27,1,5,肤色,#F4BD9E,35.861,70
#FFBF3A,黄,27,1,3,黄色,#F8C811,-12.886,17
#28160B,黑/深灰,26,1,19,深灰,#373737,32.442,59
#C7722D,橙/棕,26,1,4,橙色,#FE8B10,11.991,81
#D48334,橙/棕,26,1,4,橙色,#FE8B10,8.237,100
#ED6770,红,26,1,1,粉红,#ED5090,29.859,71
#FFDA70,黄,26,1,3,黄色,#F8C811,-0.83,13
#3C96B5,天蓝,25,1,13,天蓝,#20A8DC,13.776,49
#D64242,红,25,1,10,红色,#EA281A,26.404,51
#F8C83F,黄,25,1,3,黄色,#F8C811,-15.995,11
#2F2F2F,黑/深灰,24,1,19,深灰,#373737,-4.333,91
#47384D,紫,24,1,18,深蓝,#36387E,39.403,53
#C33014,红,24,1,10,红色,#EA281A,17.415,83
#FEDD72,黄,24,1,3,黄色,#F8C811,-0.559,5
#31A100,绿,23,1,11,绿色,#37A92D,10.981,56
#85CFE3,天蓝,23,1,13,天蓝,#20A8DC,24.548,27
#A8D559,黄绿,23,1,9,黄绿,#9FCE21,18.106,56
#FFDF6D,黄,23,1,3,黄色,#F8C811,-3.219,96
#B49065,橙/棕,22,1,5,肤色,#F4BD9E,22.744,44
#D46E00,橙/棕,22,1,4,橙色,#FE8B10,-1.43,39
#A22621,红,21,1,16,棕色,#974714,25.352,54
#F17E20,橙/棕,21,1,4,橙色,#FE8B10,-6.025,8
#FE7295,红,21,1,1,粉红,#ED5090,16.812,8
#5F81B9,天蓝,20,1,13,天蓝,#20A8DC,26.758,26
#BFB3B3,灰,20,1,15,浅紫,#C4BED9,15.194,49
#FFB1AB,红,20,1,14,浅粉,#EEB2BC,32.584,11
#74B4FF,天蓝,19,2,13,天蓝,#20A8DC,22.701,"93,95"
#DE8478,红,19,1,16,棕色,#974714,36.08,62
#FF6345,红,19,1,10,红色,#EA281A,19.832,50
#FFCB6B,黄,19,1,3,黄色,#F8C811,1.982,20
#B58F5B,橙/棕,18,1,5,肤色,#F4BD9E,25.068,22
#E6B149,黄,18,1,3,黄色,#F8C811,-1.39,96
#133113,绿,17,1,12,深绿,#207955,38.694,1
#689536,绿,17,1,11,绿色,#37A92D,30.009,40
#CCB2FF,紫,17,1,15,浅紫,#C4BED9,51.093,23
#CB604A,红,14,1,16,棕色,#974714,22.617,36
#DB4842,红,14,1,10,红色,#EA281A,24.428,54
#FF9099,红,14,1,1,粉红,#ED5090,34.245,68
#178DED,天蓝,12,1,13,天蓝,#20A8DC,32.219,1
#6C6865,灰,12,1,19,深灰,#373737,21.345,72
#F0237F,粉,12,1,1,粉红,#ED5090,13.949,1
#FFC872,黄,12,1,3,黄色,#F8C811,6.807,43
#30DD30,绿,11,1,11,绿色,#37A92D,29.259,1
#D8A98D,橙/棕,11,1,5,肤色,#F4BD9E,8.716,52
#D98740,橙/棕,11,1,4,橙色,#FE8B10,10.917,37
#93FFBD,绿,10,1,11,绿色,#37A92D,49.234,47
#EB7859,红,10,1,16,棕色,#974714,28.614,95
#7F40D9,紫,9,1,8,紫色,#7221BC,10.867,37
#B67B4B,橙/棕,9,1,16,棕色,#974714,23.203,67
#CE7064,红,9,1,16,棕色,#974714,30.408,79
#EDB283,橙/棕,9,1,5,肤色,#F4BD9E,10.733,67
#61B744,绿,8,1,11,绿色,#37A92D,11.973,17
#F6B2A9,红,8,1,14,浅粉,#EEB2BC,14.022,79
#FB8F1B,橙/棕,8,1,4,橙色,#FE8B10,-12.173,67
#FFA296,红,8,1,5,肤色,#F4BD9E,39.038,40
#FFA6B5,红,8,1,14,浅粉,#EEB2BC,29.805,67
#50A93A,绿,7,1,11,绿色,#37A92D,9.682,41
#9BE9FF,天蓝,7,2,2,青色,#4EEAEA,24.647,"7,10"
#80668A,紫,6,1,18,深蓝,#36387E,39.581,53
#D9404A,红,6,1,10,红色,#EA281A,29.898,37
#D9C440,黄,6,1,3,黄色,#F8C811,-7.62,37
#FDB2B2,红,6,1,14,浅粉,#EEB2BC,10.455,5
#FFF7DB,米黄,6,1,20,米白,#F2EDE4,10.228,11
#FFA99A,红,5,1,5,肤色,#F4BD9E,35.173,31
#40D952,绿,4,1,11,绿色,#37A92D,21.416,37
#83468F,紫,4,1,18,深蓝,#36387E,33.128,1
#082A45,天蓝,3,1,19,深灰,#373737,53.477,1
#2D1133,紫,3,1,18,深蓝,#36387E,38.142,1
#C53828,红,3,1,10,红色,#EA281A,21.794,84
#FFC3C0,红,3,1,14,浅粉,#EEB2BC,11.176,83
#A2C859,黄绿,2,1,9,黄绿,#9FCE21,23.279,7
#D0010B,红,2,1,10,红色,#EA281A,8.942,26
#F6EFEE,米白/白,2,1,20,米白,#F2EDE4,-5.706,1
